building_id,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,energy_per_sqft,night_energy,energy_score,night_score,waste_score
18,1248.2992,0,Education,111891,1996.0,,0.011156386075161876,1230.2117,25.00694575856435,28.842834,26.541301625670833
904,464.79358,9,Education,29961,,,0.015513286575934131,484.0448,34.77290166617153,11.348636,25.40319545984696
1195,286.96725,13,Office,16472,,,0.0174215186157523,200.66637,39.05018776876772,4.704708,25.311995924848585
157,88.37647,2,Office,5258,,,0.01680800161147671,50.252216,37.67499455256719,1.1781845,23.076270541211716
675,63.569344,5,Manufacturing/industrial,3853,1976.0,1.0,0.01649866170954958,55.409496,36.9816117585033,1.2990992,22.708606725950826
375,2048.0974,3,Office,850354,1989.0,,0.002408523288076936,1975.6549,5.398684736921411,46.320065,21.767237422963394
645,1538.9679,4,Education,304333,2006.0,12.0,0.005056855140611805,1418.3672,11.334898358504669,33.254223,20.10262816305202
4,976.5567,0,Education,116607,1975.0,,0.008374769110432103,934.9924,18.77197467657886,21.921291,20.031701346474662
799,1945.104,7,Education,527431,1976.0,26.0,0.0036878833513886177,1594.4979,8.266359581926672,37.383682,19.913288840281492
76,1008.4304,0,Education,128887,2009.0,,0.007824143784259661,954.41394,17.53775262903411,22.37664,19.47330751461529
1168,1963.8859,13,Office,577101,,,0.0034030193402156857,1573.6503,7.627839291576715,36.894897,19.334662940790757
1156,1479.0023,13,Education,259989,,,0.005688711135224712,1244.9869,12.75119826763805,29.189247,19.326418194591618
620,1299.2476,4,Education,220703,2011.0,9.0,0.005886859528840795,1208.4193,13.195346228986917,28.331903,19.249969501918518
791,1086.4836,7,Education,150695,,5.0,0.00720981879012658,993.31,16.160748310349003,23.288574,19.011878673709404
506,387.46783,3,Other,34400,,,0.011263599839321403,383.2248,25.24726451114659,8.984867,18.74230564043429
902,184.31818,9,Education,14561,,,0.01265834601123077,182.8436,28.373576350206598,4.2868457,18.738884059902706
1284,1568.2866,14,Education,442438,,,0.0035446472072781948,1487.4988,7.9452969669988995,34.875042,18.71719515560217
854,760.26324,8,Entertainment/public assembly,92288,,1.0,0.008237942577896435,760.3759,18.46527915220385,17.827337,18.210102683430463
110,308.8109,1,Education,27814,2006.0,8.0,0.011102714930823956,298.41507,24.886642338960883,6.9964676,17.730572487193058
648,992.12115,4,Education,154706,2009.0,11.0,0.006412945553405532,948.06287,14.374563637921758,22.227736,17.515832390516728
993,1398.9358,9,Education,428647,,,0.003263608029487259,1355.2102,7.315350008575136,31.773478,17.098601599078187
79,371.61948,0,Office,36240,2010.0,,0.01025440056066113,350.11948,22.985152797638726,8.208699,17.074571369134993
365,1584.8663,3,Healthcare,819577,1922.0,,0.001933761358612812,1539.9696,4.334509856421998,36.10524,17.04280167038396
29,919.2236,0,Education,113866,2006.0,,0.008072853808664076,629.05914,18.095234061461337,14.748558,16.75656355928281
798,1769.7357,7,Education,409028,1970.0,21.0,0.0043266859916031115,1165.7186,9.698230338876945,27.330769,16.751245446673334
869,1513.5908,8,Entertainment/public assembly,875000,,1.0,0.0017298180803571428,1513.8711,3.877372709786517,35.49335,16.523764591142907
80,1018.5855,0,Office,156111,2001.0,,0.0065247516847237305,798.4739,14.625176142949158,18.720558,16.263329238473354
1015,53.76225,10,Other,4607,,1.0,0.011669687213570637,55.267414,26.157505952476512,1.295768,16.2128107805008
1202,180.04343,13,Office,16805,,,0.010713682029971548,178.51523,24.0146283566219,4.185365,16.082923070148368
1130,1183.2985,13,Education,280225,,,0.0042226727162603716,1099.8094,9.465085455117734,25.7855,15.993251674376793
546,1305.3041,3,Public services,400000,1971.0,,0.0032632601928710937,1234.0482,7.3145703357191865,28.932783,15.961855642898797
1350,875.1749,15,Education,149762,2004.0,,0.005843771629370685,856.23645,13.098765063935772,20.074827,15.889190106781873
1441,293.63882,15,Education,30143,1951.0,,0.009741526207175484,266.9105,21.83554923854997,6.2578297,15.60446140958506
114,871.008,1,Education,139683,1958.0,13.0,0.006235604873932181,762.975,13.977055993197057,17.888271,15.541542319367942
3,235.54996,0,Education,23685,2002.0,,0.009945111136811933,228.51874,22.291883149762874,5.357719,15.518217515361265
209,962.4169,2,Education,193294,2006.0,,0.004979031269036739,938.5293,11.160456803498613,22.004217,15.497961322699755
955,963.3466,9,Education,198488,,,0.004853424986157066,921.7419,10.878911374562628,21.61063,15.17159864816287
743,136.25249,5,Entertainment/public assembly,12185,1976.0,2.0,0.011181984996521722,13.861212,25.064325525955923,0.324982,15.168588113544324
1092,685.6922,13,Office,105167,,,0.006520031946399833,675.2973,14.6145968891061,15.832631,15.10181076865653
89,897.0848,0,Retail,161755,1996.0,,0.005545947747099201,811.0424,12.431195331282899,19.015234,15.064811082284143
1139,1237.1235,13,Office,336650,,,0.003674806282953364,1067.43,8.237047442777106,25.026352,14.952769427885503
556,1256.9487,3,Healthcare,450000,2012.0,,0.0027932194010416665,1188.6042,6.260977845606247,27.867332,14.903520262966776
519,1223.1963,3,Public services,461647,1976.0,,0.002649635520348881,1182.1088,5.939135782047457,27.715042,14.649498124196736
125,165.49382,1,Education,16802,1995.0,6.0,0.009849650052995458,149.28976,22.07790793153633,3.5001616,14.646809465724166
1212,1014.5112,13,Public services,237518,,,0.004271302513783166,944.85406,9.574088738144116,22.152504,14.605455211270257
1430,433.12393,15,Office,53303,1981.0,,0.008125695211991175,389.4127,18.213677623552567,9.129946,14.580184828449777
785,1017.5908,6,Education,250000,,,0.00407036328125,928.229,9.12368513478446,21.762722,14.179299696288155
615,814.15985,4,Education,153700,1990.0,7.0,0.005297071249669608,748.97565,11.873340750966845,17.560051,14.148025122424588
1179,851.5405,13,Entertainment/public assembly,143228,,,0.005945349563938267,654.8603,13.326451151785834,15.3534775,14.137261968384733
88,518.8223,0,Entertainment/public assembly,76527,2007.0,,0.006779598398737129,512.0715,15.196412913633337,12.005733,13.920141048808663
780,683.6455,6,Education,120836,,,0.0056576310686591745,657.79675,12.681532559267906,15.422323,13.777849112434522
33,314.29938,0,Lodging/residential,38686,2002.0,,0.008124369990213676,297.26782,18.210707150060102,6.96957,13.714252497052053
1159,1422.0751,13,Office,671507,,,0.002117736781957876,1150.2756,4.746889223853685,26.9687,13.635613888621293
47,273.40445,0,Retail,31666,2008.0,,0.008634006488438407,168.68613,19.353053083754908,3.954918,13.193799084864455
441,31.203154,3,Public services,3267,,,0.009551011206069633,33.978,21.408511462450267,0.79662865,13.163758345031882
431,16.8873,3,Parking,1760,,,0.0095950570973483,15.550829,21.507239958100435,0.3645958,13.05018229511554
62,323.9228,0,Lodging/residential,42731,2001.0,,0.007580510414625067,298.89392,16.991650475668095,7.007695,12.998068459991922
793,696.8819,7,Education,150695,1964.0,6.0,0.004624452682389304,716.58716,10.365671877295512,16.80069,12.939679005283557
87,59.80175,0,Entertainment/public assembly,6412,2006.0,,0.009326536210715138,29.676188,20.90535264424825,0.6957708,12.82151991851535
1347,1005.68414,15,Education,322341,1995.0,,0.003119938645925918,914.99615,6.993316291054051,21.452473,12.776978658604598
1258,906.5842,14,Education,273234,,,0.003317977369271851,885.6935,7.437218427412777,20.76546,12.768514871450108
60,511.89618,0,Education,81576,1997.0,,0.006275083102863817,453.75507,14.065546112030033,10.63848,12.694719741802981
561,1075.5963,3,Office,295000,,,0.0036460891982256355,820.1283,8.172678338365309,19.228256,12.594909779355856
119,534.4646,1,Education,91149,2007.0,7.0,0.005863636459087593,497.15817,13.143291913032524,11.656084,12.548408772087093
816,3.3117921,8,Entertainment/public assembly,356,,1.0,0.009302786896737773,3.311792,20.85211875628185,0.07764637,12.542329801787446
768,468.6971,6,Education,75929,,,0.00617283400330716,449.0901,13.836355613489648,10.529108,12.513456587087928
1038,85.26247,12,Technology/science,9838,,,0.008666646313342555,80.66186,19.426214977350924,1.8911514,12.412189593462402
150,427.24945,1,Office,65657,1955.0,8.0,0.006507294739077231,364.7854,14.586046545788289,8.552548,12.172647243192577
192,670.77423,2,Education,151637,1983.0,,0.004423552503393178,648.94666,9.915355812111375,15.214829,12.035145265220926
977,73.76578,9,Office,8837,,,0.00834737779652491,80.48965,18.71057727633489,1.8871139,11.98119192539795
1378,788.5408,15,Education,214505,1990.0,,0.0036760950629793013,750.37695,8.23993623238928,17.592905,11.981124043358129
212,920.34283,2,Education,327256,2012.0,,0.0028123024007891567,873.8955,6.3037522293879835,20.488852,11.97779176579441
551,218.74928,3,Office,30525,,,0.007166233671970976,205.2861,16.06305263378718,4.8130198,11.563039552798857
154,242.93861,1,Office,34455,1907.0,8.0,0.007050895773954478,215.24368,15.804523703345561,5.046479,11.501305864387097
640,258.65067,4,Entertainment/public assembly,36180,1966.0,9.0,0.007148995723692734,197.81956,16.024413917389346,4.637964,11.469833859161634
42,779.9126,0,Other,226506,1968.0,,0.003443231515528286,707.75415,7.717974545063044,16.593596,11.268223024309556
881,931.47266,9,Entertainment/public assembly,344798,,,0.002701502492038817,809.7989,6.055395163801812,18.986078,11.22766849858016
1288,646.0215,14,Education,164206,,,0.003934213636377477,624.0434,8.818506848425669,14.630961,11.143488676316142
1263,483.70593,14,Education,97838,,,0.004943947470483733,478.03473,11.081816763479498,11.207727,11.132180935620656
475,941.8094,3,Office,474680,1986.0,,0.0019840932569457977,888.2085,4.447328384129707,20.824425,10.998167118673624
1289,695.8029,14,Education,194441,,,0.0035784783943739683,658.2047,8.02112928894905,15.431889,10.985433291600632
24,547.2417,0,Education,105545,2001.0,,0.005184913536583922,420.58337,11.621940178358237,9.860756,10.917466427495288
653,939.11536,4,Education,420885,1930.0,8.0,0.0022312873028150506,839.4319,5.001411763393075,19.680838,10.873182015158648
11,296.39252,0,Education,49073,1968.0,,0.006039828767139644,291.74786,13.538225492853979,6.8401523,10.858996153485213
1281,482.8457,14,Office,103138,,,0.004681549992485796,482.97745,10.493655018693044,11.323611,10.82563770573487
10,980.94855,0,Entertainment/public assembly,370773,1991.0,,0.0026456849537676184,773.4959,5.930280620210311,18.13494,10.812144240351284
376,938.40497,3,Office,585955,1942.0,,0.001601496647800119,907.98596,3.5897412956353887,21.288116,10.66909116867762
1290,677.56854,14,Education,200442,,,0.00338037209008326,647.5117,7.577075670469778,15.181187,10.618720358794317
48,70.87287,0,Other,9569,1989.0,,0.007406507618238665,64.00328,16.60162466786992,1.5005841,10.561208474771329
203,346.2306,2,Lodging/residential,63348,2007.0,,0.005465533100023876,307.75583,12.250946574735849,7.2154655,10.236754306154374
1314,370.30466,14,Education,73813,,,0.0050167945616953905,370.50162,11.24510290706813,8.686568,10.22168900063431
19,126.355705,0,Office,18717,2004.0,,0.006750852447573354,121.72802,15.131979105347401,2.853965,10.220773528500798
870,5.7048745,8,Entertainment/public assembly,755,,1.0,0.007556125186137016,5.703954,16.93699119066284,0.13373162,10.215687361062086
340,13.902946,3,Entertainment/public assembly,1843,,,0.007543649740731399,7.193,16.90902758448514,0.16864294,10.212873727436023
1447,187.118,15,Lodging/residential,29775,2001.0,,0.006284399537055258,182.0279,14.086428821082858,4.267721,10.158945763108699
23,544.8091,0,Education,130885,1985.0,,0.004162502059298239,480.2183,9.33021343251364,11.258922,10.101696708800176
611,518.3468,4,Education,128126,1966.0,7.0,0.004045601999264884,490.65952,9.068182929021528,11.50372,10.042397870816238
784,681.4591,6,Education,190817,,,0.0035712704132509813,547.61707,8.004972659754172,12.839115,9.938629939083704
617,623.5113,4,Education,182943,1963.0,11.0,0.0034082271062784923,564.45575,7.639512455500813,13.233905,9.877269408725292
851,109.372055,8,Public services,16682,,1.0,0.00655629151502883,109.368835,14.695872407883007,2.5641987,9.843202913838386
121,565.7267,1,Education,150318,1906.0,9.0,0.0037635325414808107,494.12827,8.435926606639676,11.585047,9.695574861994059
1004,382.10217,10,Education,74886,,2.0,0.0051024513640942565,301.38477,11.437101910778606,7.0660934,9.688698619764283
1107,625.48553,13,Education,184098,,,0.0033975683313668195,540.916,7.615620900989055,12.682006,9.64217508423357
332,415.06454,3,Education,90400,,,0.004591421954399716,367.46936,10.291633777714102,8.615475,9.621170146999555
1252,461.0626,14,Education,116249,,,0.003966163937347713,451.68375,8.890123179910585,10.589917,9.570041067217591
448,733.12366,3,Office,328760,1904.0,,0.0022299661066631053,690.40674,4.9984503133065035,16.186878,9.473821660457046
21,47.30907,0,Office,7043,1990.0,,0.0067171760027201766,42.030045,15.056493636835372,0.9854122,9.428061072152111
446,236.83548,3,Public services,43992,,,0.005383603376439537,233.26086,12.067301786908981,5.4688997,9.427940915208744
927,841.558,9,Lodging/residential,745671,,,0.0011285915415758928,839.61646,2.529728468844995,19.685163,9.391902480476919
115,490.37744,1,Education,129716,1968.0,6.0,0.0037803928690851554,455.9973,8.473718889466115,10.691051,9.360651450104228
40,161.37123,0,Entertainment/public assembly,26944,2001.0,,0.005989134170097297,136.46068,13.424593979033151,3.1993785,9.334507807440948
1140,531.7451,13,Education,156483,,,0.0033981015010416467,504.27917,7.616815996340604,11.823039,9.299305219752604
1148,970.7127,13,Office,861524,,,0.0011267390200615783,823.3566,2.5255760574177692,19.303946,9.236923755635964
863,119.49236,8,Public services,19823,,1.0,0.0060279656447598355,119.52263,13.511634403599764,2.8022587,9.227884134133735
104,239.55547,0,Office,45330,2003.0,,0.005284700324249773,212.61497,11.845611425460099,4.984848,9.101306135786007
782,465.68805,6,Education,129344,,,0.00360038385480893,454.1395,8.07023019467452,10.647492,9.101135080305689
1001,29.383398,10,Other,4482,,1.0,0.006555867482380694,21.836643,14.694921942260864,0.5119693,9.021740896527172
609,489.96072,4,Education,141461,1907.0,6.0,0.003463574581523905,459.59097,7.763573356764973,10.775306,8.968266503988183
641,434.8579,4,Education,109588,1994.0,8.0,0.00396811612727899,385.44888,8.894498997257973,9.037013,8.9515046199124
796,644.8462,7,Education,226042,1965.0,2.0,0.0028527715707976835,542.1394,6.394463534328429,12.710689,8.920953843100719
126,125.227234,1,Education,21539,2004.0,5.0,0.005813976223906344,115.76758,13.031978912642565,2.71422,8.904875342542509
1328,703.49255,15,Education,279840,2008.0,,0.002513909926068244,586.5777,5.634908001531573,13.752563,8.881970477646238
1313,309.2013,14,Healthcare,68637,,,0.004504877747356565,300.22177,10.097645663940916,7.0388265,8.87411793692351
305,54.124996,3,Office,8637,,,0.0062666430688089305,44.204605,14.046627846528189,1.0363957,8.842534969549833
1152,447.53973,13,Office,118858,,,0.0037653311841585654,401.68353,8.439958249106924,9.417641,8.8310311761945
649,432.6085,4,Education,116121,1996.0,10.0,0.0037254974551565556,405.74188,8.350671279849708,9.512791,8.815519182933627
502,37.59062,3,Public services,6010,,,0.0062546785579941635,36.942352,14.01980949594791,0.86612916,8.758337367500157
946,529.0832,9,Education,177216,,,0.0029855272149126983,502.70145,6.692034196473094,11.786049,8.729640359650213
489,379.53854,3,Education,85039,1925.0,,0.004463111557064075,286.95178,10.00402709891909,6.727706,8.693498736921034
1164,679.5651,13,Office,249457,,,0.0027241774113844017,536.2397,6.106220805217832,12.572368,8.692679836493737
750,187.17542,6,Education,35990,,,0.005200761740457418,180.29068,11.657463794336133,4.2269917,8.685275009504206
406,14.952636,3,Entertainment/public assembly,2347,,,0.006370956866244433,9.62377,14.280446348036225,0.22563335,8.658521154490051
394,22.185448,3,Entertainment/public assembly,3545,2000.0,,0.006258236302643468,18.863848,14.027784150721292,0.44227087,8.593578849364317
572,371.00677,4,Education,94175,1964.0,9.0,0.003939546322297253,348.97302,8.830460019160785,8.181821,8.571004454642223
293,714.99786,3,Office,408000,2010.0,,0.0017524457445331648,656.7337,3.9280924291365467,15.3974,8.515815323051996
169,522.8263,2,Education,179559,2006.0,,0.0029117242463218914,478.7751,6.526605461761208,11.225085,8.40599738045028
1250,567.80347,14,Education,232139,,,0.0024459632668223565,543.6422,5.482606135067804,12.745923,8.387932802592196
1151,666.5672,13,Office,267536,,,0.0024915046936002305,535.5922,5.584686860988308,12.557186,8.373686471909146
485,122.65912,3,Public services,22000,2007.0,,0.005575414484197443,85.74992,12.497244775191815,2.0104432,8.302524149355811
864,91.68178,8,Public services,16584,,1.0,0.005528327180059188,91.6766,12.391698978141646,2.1493967,8.294778061983406
50,28.069744,0,Other,4698,1981.0,,0.005974828461070119,26.800613,13.392527852308037,0.62835175,8.286857428462078
31,283.1106,0,Education,61904,2001.0,,0.004573381295281807,223.05077,10.251195791705827,5.22952,8.242525555696714
903,605.71484,9,Education,275793,,,0.0021962661987432602,563.78516,4.922912252527448,13.218183,8.241020281661733
420,327.98465,3,Public services,81397,2004.0,,0.004029443955651967,298.92105,9.031964809868024,7.0083303,8.222510976298622
1197,228.28067,13,Services,50552,,,0.004515759419330899,228.30891,10.12203684034799,5.3527994,8.21434182276043
1432,485.1112,15,Education,160673,1968.0,,0.0030192453371424414,442.15106,6.767613084474925,10.366419,8.20713567218764
381,11.188916,3,Entertainment/public assembly,1858,,,0.006022021639590884,9.415013,13.49831096589806,0.22073898,8.187282173396602
109,255.89822,1,Education,56995,1953.0,6.0,0.004489836369452638,227.65788,10.063930541602604,5.3375354,8.173372620539565
873,190.51103,8,Office,40142,,1.0,0.004745927759067615,190.50945,10.637957242201898,4.4665747,8.169404260558565
111,411.95465,1,Education,118338,1909.0,7.0,0.0034811696232732196,369.67233,7.8030124951813455,8.667125,8.148657539451946
1094,307.5021,13,Office,70852,,,0.004340062464191422,241.84714,9.728213589922866,5.670209,8.105011726341415
201,536.62476,2,Education,219608,1992.0,,0.0024435574107472178,509.6019,5.477213428866299,11.947833,8.065461377174515
834,28.574835,8,Public services,4934,,1.0,0.005791413624565951,28.574297,12.981405035575545,0.66993654,8.056817636442371
113,363.97446,1,Education,100481,1958.0,9.0,0.003622321202885216,336.8421,8.119402576280404,7.897406,8.03060403394268
482,718.94446,3,Education,394000,2013.0,,0.0018247321269233819,594.3868,4.090121748607617,13.935651,8.028333283997334
1144,452.5544,13,Office,152312,,,0.0029712328171240406,428.7419,6.6599934237941945,10.052035,8.016810473069242
8,256.9278,0,Education,60809,2003.0,,0.004225160673751521,243.56384,9.470662190954197,5.710458,7.966580578351205
1043,138.65556,12,Office,27889,,,0.004971693619509204,129.27467,11.144009523663168,3.0308995,7.898765500231531
569,327.84296,4,Education,86091,1964.0,8.0,0.0038080979027188527,288.47363,8.535819489844183,6.7633867,7.826846384458268
583,522.6366,4,Education,206054,1950.0,9.0,0.002536405974548844,459.5174,5.685332705404886,10.773581,7.720632129804211
1303,490.199,14,Healthcare,200000,,,0.0024509950256347657,468.53436,5.493884780217261,10.984987,7.690325676327378
827,32.058083,8,Office,5839,,1.0,0.005490337828492277,32.060783,12.306546165426441,0.75167865,7.684599157500188
1391,276.23447,15,Entertainment/public assembly,68693,1956.0,,0.004021289892022977,239.5485,9.013687544675847,5.616316,7.654739006526577
592,393.11826,4,Education,120694,2012.0,7.0,0.003257148289187817,344.91257,7.300870554906694,8.086622,7.615171275891404
516,48.13437,3,Public services,9000,,,0.005348263210720486,42.56071,11.988087102038714,0.99785393,7.5919938410896375
67,116.75519,0,Lodging/residential,24456,1968.0,,0.004774091756144965,121.53449,10.701086605287106,2.8494277,7.560423067031211
331,637.10126,3,Education,288800,1923.0,,0.0022060292843636385,484.68814,4.944796127009757,11.363719,7.512365556912641
116,167.40974,1,Education,37265,,5.0,0.004492412297402263,151.70804,10.069704462483456,3.556859,7.46456635558303
509,54.56701,3,Other,10578,,,0.005158537433557191,51.12362,11.562818364782762,1.198615,7.417137012769956
102,80.13902,0,Office,15876,1983.0,,0.005047809449933764,65.543,11.31462251876494,1.5366834,7.403446887342338
458,24.603025,3,Entertainment/public assembly,4589,,,0.005361304300806574,19.517475,12.01731859602057,0.45759547,7.393429347619551
34,184.18582,0,Lodging/residential,42731,2002.0,,0.004310355983552997,164.99222,9.661626762880656,3.8683124,7.344301072796448
1304,310.67343,14,Office,91363,,,0.003400429401360336,292.0425,7.622033965368264,6.8470607,7.312044746744151
560,710.13544,3,Office,340000,2010.0,,0.002088633638269761,476.61835,4.681654771522146,11.17452,7.27880096456734
465,33.34601,3,Office,6400,,,0.00521031379699707,27.832071,11.678874648905035,0.6525347,7.2683386846162295
1291,506.33554,14,Office,237546,,,0.0021315262760538355,466.21783,4.777798259142758,10.930675,7.2389490627549415
1089,244.54185,13,Office,62837,,,0.0038916857083947107,213.72658,8.723180854763896,5.0109105,7.238272764948792
1437,409.6589,15,Education,111518,1968.0,,0.0036734778693062724,242.86295,8.234069814735735,5.6940246,7.218051713975718
432,333.93173,3,Public services,103200,,,0.003235772598621457,303.30264,7.252957123895652,7.111059,7.196198045241932
32,206.66139,0,Office,48392,2005.0,,0.004270569354684949,147.31738,9.572445368178432,3.4539185,7.125034579877701
211,195.00293,2,Education,48411,,,0.0040280706799591,181.887,9.028886623927548,4.2644176,7.123099009840843
1200,641.1542,13,Entertainment/public assembly,545351,,,0.0011756725023052814,588.6209,2.6352600471974257,13.8004675,7.101342929410984
22,18.435541,0,Education,3569,1996.0,,0.005165464038373242,15.480254,11.578344291347067,0.36294115,7.0921830301867725
49,109.66984,0,Lodging/residential,24456,1968.0,,0.004484373485102231,112.88395,10.051685532177903,2.646612,7.089656090882669
1298,423.8365,14,Education,171084,,,0.0024773589980150467,399.05762,5.552979403050526,9.356074,7.074217375106683
874,460.28598,9,Office,181805,,,0.002531756443577511,389.68726,5.674910820753392,9.136383,7.05949966742457
532,36.020435,3,Entertainment/public assembly,7133,,,0.00504982971165736,28.058527,11.319150918463526,0.65784407,7.054628189646993
1191,461.87143,13,Education,192152,,,0.0024036774503692878,405.52292,5.3878228323679505,9.507657,7.0357566152227715
1348,385.243,15,Education,131271,2010.0,,0.0029347152948831757,325.17227,6.578139704161135,7.623802,6.996404791887549
168,440.2632,2,Education,183460,2005.0,,0.00239977768511571,399.10135,5.379081541280466,9.3571005,6.97028921483786
368,78.79643,3,Retail,16500,,,0.004775541363340435,57.82614,10.704335887650062,1.3557584,6.9649049159404095
61,160.002,0,Lodging/residential,38686,2001.0,,0.004135914772821362,147.0166,9.270618253006996,3.4468665,6.941117580565488
1031,305.51703,11,Education,93206,,,0.003277868686657444,269.4029,7.347315151940895,6.3162646,6.934895038277574
86,53.54267,0,Education,10932,1986.0,,0.00489779282872423,35.681957,10.97836152132402,0.83657867,6.921648385620416
1317,413.9304,14,Entertainment/public assembly,180806,,,0.002289362020089471,408.51355,5.131585754777137,9.577773,6.9100607382208965
831,20.29691,8,Entertainment/public assembly,4065,,1.0,0.004993089626636012,20.29717,11.19196849407395,0.47587577,6.9055314054586905
91,268.264,0,Education,68094,2003.0,,0.003939612999212256,168.40643,8.830609474906185,3.9483602,6.877709838347946
30,323.6121,0,Education,93897,1999.0,,0.0034464582581387386,236.50464,7.725207261544242,5.5449514,6.853104980171785
122,279.9888,1,Education,83043,1991.0,6.0,0.0033716122978315827,245.91505,7.557440669653369,5.7655826,6.840697569440336
77,105.37357,0,Lodging/residential,24456,1968.0,,0.004308700249559317,111.47886,9.657915449029414,2.6136692,6.840217003754501
213,188.74942,2,Education,49662,1964.0,,0.00380068100692714,182.45593,8.519194580172654,4.2777567,6.82261947217891
7,350.33417,0,Education,121074,1989.0,,0.002893554086595543,312.36813,6.4858772012259385,7.323603,6.820967534343351
221,443.10486,2,Education,204349,1993.0,,0.0021683730206579796,412.25903,4.860389927940141,9.665587,6.782468974540574
1080,465.36942,13,Education,207115,,,0.0022469131414103428,396.5431,5.036436949466055,9.297121,6.740710636552802
928,453.5042,9,Education,179115,,,0.002531916430370328,353.70587,5.675269429806817,8.292785,6.722275534226863
90,210.7173,0,Lodging/residential,59200,1999.0,,0.0035594138583621465,204.92618,7.97839629147586,4.804581,6.708870217169147
483,455.80646,3,Education,207000,1935.0,,0.0022019635628962864,395.86014,4.9356828464618685,9.281109,6.673853298041306
445,164.98482,3,Education,40950,1910.0,,0.0040289332724025104,133.36447,9.030820117650228,3.1267867,6.669206730280993
966,577.2768,9,Education,393530,,,0.0014669194075003019,497.4653,3.2880875409300616,11.663285,6.63816672209832
99,11.018021,0,Office,2260,2016.0,,0.004875230367204784,8.228094,10.927787953181499,0.19291115,6.633837235607763
92,49.595566,0,Office,10779,1970.0,,0.0046011286571944,44.66576,10.313391270565802,1.0472077,6.606917847590336
57,223.64696,0,Lodging/residential,65359,2013.0,,0.0034218234274921732,211.02032,7.669988495395444,4.947461,6.58097757237307
12,143.42596,0,Lodging/residential,37100,1999.0,,0.00386592895836843,144.72809,8.665447315741066,3.3932116,6.556553054552366
953,598.75336,9,Entertainment/public assembly,563782,,,0.0010620299281168851,542.16785,2.3805311708886507,12.711355,6.512860977008288
1380,420.2422,15,Education,204029,2010.0,,0.0020597179200015684,394.42,4.616840431696413,9.247345,6.4690423903502445
55,71.22219,0,Office,16726,2011.0,,0.004258172357822169,78.37054,9.54465760375113,1.8374305,6.461766741186683
983,318.13916,9,Entertainment/public assembly,122122,,,0.0026050929411264964,312.46658,5.8392939645398485,7.3259115,6.433940987488557
100,98.8395,0,Lodging/residential,24456,1968.0,,0.004041523569972444,106.273285,9.059041163990358,2.4916222,6.432073606055653
1344,328.3174,15,Education,125507,1974.0,,0.0026159290982182516,308.72647,5.863583119719599,7.2382236,6.413439292913303
1261,159.7834,14,Office,42942,,,0.003720911962397136,149.94446,8.340392936312782,3.5155113,6.41044034304835
20,320.02417,0,Education,110272,1977.0,,0.002902134448653103,264.96716,6.505110010768086,6.212268,6.387973156729406
1172,233.44034,13,Manufacturing/industrial,63847,,,0.0036562459964409547,155.62453,8.195444716324982,3.648683,6.376740082091437
804,373.35562,8,Office,175618,,1.0,0.002125953042045181,373.33063,4.7653059018851955,8.752895,6.360341778588392
